,변수명,변수설명7,변수설명8
1216,FQ_SCRAB,[게장]의 주당섭취빈도,
1217,FQ_SFISH,"[새우젓, 오징어젓, 조개젓]의 주당섭취빈도",
1218,FQ_FPASTE,"[어묵(볶음, 국)]의 주당섭취빈도",
1219,FQ_SPROU,"[콩나물(무침, 국), 숙주나물]의 주당섭취빈도",
1220,FQ_SPINAC,[시금치나물]의 주당섭취빈도,
1221,FQ_BELLFI,"[도라지(생채, 나물)]의 주당섭취빈도",
1222,FQ_PUMPKI,"[호박(나물, 전)]의 주당섭취빈도",
1223,FQ_OVEG,[기타 나물]의 주당섭취빈도,
1224,FQ_CUCUMB,"[오이(생채, 생오이)]의 주당섭취빈도",
1225,FQ_RADI,"[무(생채, 단무지, 무말랭이)]의 주당섭취빈도",
1226,FQ_VSALAD,[채소샐러드]의 주당섭취빈도,
1227,FQ_GREENO,"[파무침, 부추무침]의 주당섭취빈도",
1228,FQ_RAWVEG,"[쌈채소, 풋고추]의 주당섭취빈도",
1229,FQ_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 주당섭취빈도",
1230,FQ_GARLIC,[마늘]의 주당섭취빈도,
1231,FQ_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 주당섭취빈도",
1232,FQ_KIMCHI,[배추김치]의 주당섭취빈도,
1233,FQ_OKIMCH,"[기타김치, 겉절이]의 주당섭취빈도",
1234,FQ_SVEG,"[장아찌, 오이피클]의 주당섭취빈도",
1235,FQ_ROOT,"[연근조림, 우엉조림]의 주당섭취빈도",
1236,FQ_PCAKE,"[부침개류(부추전, 김치전 등)]의 주당섭취빈도",
1237,FQ_F_VEG,[잡채]의 주당섭취빈도,
1238,FQ_MUSHRO,[버섯볶음]의 주당섭취빈도,
1239,FQ_LAV,"[김구이, 생김, 김무침]의 주당섭취빈도",
1240,FQ_GLAV,"[파래무침, 미역초무침]의 주당섭취빈도",
1241,FQ_F_SWED,[미역줄기볶음]의 주당섭취빈도,
1242,FQ_F_POTA,"[감자볶음, 감자조림]의 주당섭취빈도",
1243,FQ_S_POTA,"[찐감자, 군감자]의 주당섭취빈도",
1244,FQ_SWPOTA,"[찐고구마, 군고구마]의 주당섭취빈도",
1245,FQ_CORN,"[찐옥수수, 군옥수수]의 주당섭취빈도",
1246,FQ_MILK,"[우유(일반, 저지방)]의 주당섭취빈도",
1247,FQ_L_YOGU,[액상요구르트]의 주당섭취빈도,
1248,FQ_C_YOGU,[호상요구르트(떠먹는 요구르트)]의 주당섭취빈도,
1249,FQ_BN_MILK,[두유]의 주당섭취빈도,
1250,FQ_STRAW,[딸기]의 주당섭취빈도,
1251,FQ_TOMATO,"[토마토, 방울토마토]의 주당섭취빈도",
1252,FQ_MMELON,[참외]의 주당섭취빈도,
1253,FQ_WMELON,[수박]의 주당섭취빈도,
1254,FQ_PEACH,[복숭아]의 주당섭취빈도,
1255,FQ_GRAPE,[포도]의 주당섭취빈도,
1256,FQ_APPLE,[사과]의 주당섭취빈도,
1257,FQ_PEAR,[배]의 주당섭취빈도,
1258,FQ_PERS,"[감, 곶감]의 주당섭취빈도",
1259,FQ_TANG,[귤]의 주당섭취빈도,
1260,FQ_BANANA,[바나나]의 주당섭취빈도,
1261,FQ_CITRUS,[오렌지]의 주당섭취빈도,
1262,FQ_KIWI,[키위]의 주당섭취빈도,
1263,FQ_COFFEE,[커피]의 주당섭취빈도,
1264,FQ_CREAM,[프림]의 주당섭취빈도,
1265,FQ_SUGAR,[설탕]의 주당섭취빈도,
1266,FQ_TEA,[녹차]의 주당섭취빈도,
1267,FQ_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 주당섭취빈도",
1268,FQ_FJUICE,[과일주스]의 주당섭취빈도,
1269,FQ_GBAVER,"[미숫가루음료, 식혜]의 주당섭취빈도",
1270,FQ_SNACK,[스넥과자]의 주당섭취빈도,
1271,FQ_COOKIE,"[쿠키, 크래커]의 주당섭취빈도",
1272,FQ_CHOCO,[초콜릿]의 주당섭취빈도,
1273,FQ_ICECM,"[아이스크림, 빙과류]의 주당섭취빈도",
1274,FQ_PEANUT,[땅콩]의 주당섭취빈도,
1275,FQ_CHNUT,[밤]의 주당섭취빈도,
1276,FQ_SOJU,[소주]의 주당섭취빈도,
1277,FQ_BEER,[맥주]의 주당섭취빈도,
1278,FQ_RWINE,[막걸리]의 주당섭취빈도,
1279,FQ_EN,식품섭취빈도조사를 통해 산출된 1일 에너지 섭취량,
1280,FQ_PROT,식품섭취빈도조사를 통해 산출된 1일 단백질 섭취량,
1281,FQ_FAT,식품섭취빈도조사를 통해 산출된 1일 지방 섭취량,
1282,FQ_SFA,식품섭취빈도조사를 통해 산출된 1일 포화지방산 섭취량,
1283,FQ_MUFA,식품섭취빈도조사를 통해 산출된 1일 단일불포화지방산 섭취량,
1284,FQ_PUFA,식품섭취빈도조사를 통해 산출된 1일 다가불포화지방산 섭취량,
1285,FQ_N3,식품섭취빈도조사를 통해 산출된 1일 n-3계 섭취량,
1286,FQ_N6,식품섭취빈도조사를 통해 산출된 1일 n-6계 섭취량,
1287,FQ_CHOL,식품섭취빈도조사를 통해 산출된 1일 콜레스테롤 섭취량,
1288,FQ_CHO,식품섭취빈도조사를 통해 산출된 1일 탄수화물 섭취량,
1289,FQ_TDF,식품섭취빈도조사를 통해 산출된 1일 식이섬유 섭취량,
1290,FQ_CA,식품섭취빈도조사를 통해 산출된 1일 칼슘 섭취량,
1291,FQ_PHOS,식품섭취빈도조사를 통해 산출된 1일 인 섭취량,
1292,FQ_FE,식품섭취빈도조사를 통해 산출된 1일 철 섭취량,
1293,FQ_NA,식품섭취빈도조사를 통해 산출된 1일 나트륨 섭취량,
1294,FQ_K,식품섭취빈도조사를 통해 산출된 1일 칼륨 섭취량,
1295,FQ_VA,식품섭취빈도조사를 통해 산출된 1일 비타민A 섭취량,
1296,FQ_CAROT,식품섭취빈도조사를 통해 산출된 1일 카로틴 섭취량,
1297,FQ_RETIN,식품섭취빈도조사를 통해 산출된 1일 레티놀 섭취량,
1298,FQ_B1,식품섭취빈도조사를 통해 산출된 1일 티아민 섭취량,
1299,FQ_B2,식품섭취빈도조사를 통해 산출된 1일 리보플라빈 섭취량,
1300,FQ_NIAC,식품섭취빈도조사를 통해 산출된 1일 나이아신 섭취량,
1301,FQ_VITC,식품섭취빈도조사를 통해 산출된 1일 비타민C 섭취량,
1330,N_KINDG1,식품군 분류1,식품군 분류
1331,N_KINDG2,식품군 분류2,
1336,NF_EN,에너지,에너지 섭취량(kcal)
1337,NF_WATER,수분,수분 섭취량(g)
1338,NF_PROT,단백질,단백질 섭취량(g)
1339,NF_FAT,지방,지방 섭취량(g)
1340,NF_SFA,포화지방산,포화지방산 섭취량(g)
1341,NF_MUFA,단일불포화지방산,단일불포화지방산 섭취량(g)
1342,NF_PUFA,다가불포화지방산,다가불포화지방산 섭취량(g)
1343,NF_N3,n-3계 지방산,n-3계 지방산 섭취량(g)
1344,NF_N6,n-6계 지방산,n-6계 지방산 섭취량(g)
1345,NF_10_0,카프르산,카프르산 섭취량(mg)
1346,NF_12_0,라우르산,라우르산 섭취량(mg)
1347,NF_14_0,미리스트산,미리스트산 섭취량(mg)
1348,NF_16_0,팔미트산,팔미트산 섭취량(mg)
1349,NF_18_0,스테아르산,스테아르산 섭취량(mg)
1350,NF_20_0,아라키드산,아라키드산 섭취량(mg)
1351,NF_22_0,베헨산,베헨산 섭취량(mg)
1352,NF_24_0,리그노세르산,리그노세르산 섭취량(mg)
1353,NF_14_1,미리스톨레산,미리스톨레산 섭취량(mg)
1354,NF_16_1,팔미톨레산,팔미톨레산 섭취량(mg)
1355,NF_18_1,올레산,올레산 섭취량(mg)
1356,NF_20_1,에이코센산,에이코센산 섭취량(mg)
1357,NF_22_1,에루크산,에루크산 섭취량(mg)
1358,NF_24_1,네르본산,네르본산 섭취량(mg)
1359,NF_18_2N6,리놀레산,리놀레산 섭취량(mg)
1360,NF_18_3N3,알파리놀렌산,알파리놀렌산 섭취량(mg)
1361,NF_18_3N6,감마리놀렌산,감마리놀렌산 섭취량(mg)
1362,NF_18_4,스테아리돈산,스테아리돈산 섭취량(mg)
1363,NF_20_2,에이코사디엔산,에이코사디엔산 섭취량(mg)
1364,NF_20_3N6,디호모감마리놀렌산,디호모감마리놀렌산 섭취량(mg)
1365,NF_20_4N6,아라키돈산,아라키돈산 섭취량(mg)
1366,NF_20_5N3,에이코사펜타엔산,에이코사펜타엔산 섭취량(mg)
1367,NF_22_2,도코사디엔산,도코사디엔산 섭취량(mg)
1368,NF_22_5,도코사펜타엔산,도코사펜타엔산 섭취량(mg)
1369,NF_22_6N3,도코사헥사엔산,도코사헥사엔산 섭취량(mg)
1370,NF_CHOL,콜레스테롤,콜레스테롤 섭취량(mg)
1371,NF_CHO,탄수화물,탄수화물 섭취량(g)
1372,NF_TDF,식이섬유,식이섬유 섭취량(g)
1373,NF_SUGAR,당,당 섭취량(g)
1374,NF_CA,칼슘,칼슘 섭취량(mg)
1375,NF_PHOS,인,인 섭취량(mg)
1376,NF_FE,철,철 섭취량(mg)
1377,NF_NA,나트륨,나트륨 섭취량(mg)
1378,NF_K,칼륨,칼륨 섭취량(mg)
1379,NF_VA,비타민A (레티놀 당량),
1380,NF_VA_RAE,비타민A (레티놀 활성 당량),비타민A(레티놀 활성 당량) 섭취량(μgRAE)
1381,NF_CAROT,베타카로틴,베타카로틴 섭취량(μg)
1382,NF_RETIN,레티놀,레티놀 섭취량(μg)
1383,NF_B1,티아민,티아민 섭취량(mg)
1384,NF_B2,리보플라빈,리보플라빈 섭취량(mg)
1385,NF_NIAC,나이아신,나이아신 섭취량(mg)
1386,NF_FOLATE,엽산,엽산 섭취량(μgDFE)
1387,NF_VITC,비타민C,비타민C 섭취량(mg)
1388,NS_NAME,식이보충제명,
1389,NS_CNAME,식이보충제 제조원명,
1390,NS_AM,식이보충제 섭취량,
1391,NS_AM_U,식이보충제 섭취량 단위,
1392,NS_VOL,식이보충제 섭취부피,
1393,NS_WT,식이보충제 섭취중량,
1394,NS_CODE,식이보충제 코드,
1395,NS_CA,식이보충제 칼슘,
1396,NS_PHOS,식이보충제 인,
1397,NS_FE,식이보충제 철,
1398,NS_VA_RAE,식이보충제 비타민A (레티놀 활성 당량),
1399,NS_B1,식이보충제 티아민,
1400,NS_B2,식이보충제 리보플라빈,
1401,NS_NIAC,식이보충제 나이아신,
1402,NS_VITC,식이보충제 비타민C,
1403,N_INTK,식품섭취량,1일 식품섭취량(g)
1404,N_EN,에너지,1일 에너지 섭취량(kcal)
1405,N_WATER,수분,1일 수분 섭취량(g)
1406,N_PROT,단백질,1일 단백질 섭취량(g)
1407,N_FAT,지방,1일 지방 섭취량(g)
1408,N_SFA,포화지방산,1일 포화지방산 섭취량(g)
1409,N_MUFA,단일불포화지방산,1일 단일불포화지방산 섭취량(g)
1410,N_PUFA,다가불포화지방산,1일 다가불포화지방산 섭취량(g)
1411,N_N3,n-3계 지방산,1일 n-3계 지방산 섭취량(g)
1412,N_N6,n-6계 지방산,1일 n-6계 지방산 섭취량(g)
1413,N_CHOL,콜레스테롤,1일 콜레스테롤 섭취량(mg)
1414,N_CHO,탄수화물,1일 탄수화물 섭취량(g)
1415,N_TDF,식이섬유,1일 식이섬유 섭취량(g)
1416,N_SUGAR,당,1일 당 섭취량(g)
1417,N_CA,칼슘,1일 칼슘 섭취량(mg)
1418,N_PHOS,인,1일 인 섭취량(mg)
1419,N_FE,철,1일 철 섭취량(mg)
1420,N_NA,나트륨,1일 나트륨 섭취량(mg)
1421,N_K,칼륨,1일 칼륨 섭취량(mg)
1422,N_VA,비타민A(레티놀 당량),
1423,N_VA_RAE,비타민A(레티놀 활성 당량),비타민A(레티놀 활성 당량) 섭취량(μgRAE)
1424,N_CAROT,베타카로틴,1일 베타카로틴 섭취량(μg)
1425,N_RETIN,레티놀,1일 레티놀 섭취량(μg)
1426,N_B1,티아민,1일 티아민 섭취량(mg)
1427,N_B2,리보플라빈,1일 리보플라빈 섭취량(mg)
1428,N_NIAC,나이아신,1일 나이아신 섭취량(mg)
1429,N_FOLATE,엽산,1일 엽산 섭취량(μgDFE)
1430,N_VITC,비타민C,1일 비타민C 섭취량(mg)
1434,HEI,식생활평가지수 총점,
1435,HEI_BR,아침식사,
1436,HEI_CEREAL,잡곡 섭취,
1437,HEI_TFRUIT,총 과일 섭취,
1438,HEI_FFRUIT,생 과일 섭취,
1439,HEI_TVEG,총 채소 섭취,
1440,HEI_VEG,"김치, 장아찌류를 제외한 채소 섭취",
1441,HEI_PROTF,"고기, 생선, 달걀, 콩류 섭취",
1442,HEI_DAIRY,우유 및 유제품 섭취,
1443,HEI_SFA,포화지방산 에너지섭취비율,
1444,HEI_NA,나트륨 섭취,
1445,HEI_SWEET,"당류, 음료류의 에너지섭취비율",
1446,HEI_CHO,탄수화물 에너지섭취비율,
1447,HEI_FAT,지방 에너지섭취비율,
1448,HEI_EN,에너지 섭취,
1449,WT_IGE,,알레르겐검사 가중치(만10세이상)
1450,WT_IGENT,,알레르겐검사 & 영양조사 가중치(만10세이상)
1451,DM8_DG,,통풍 의사진단 여부
1452,DM8_AG,,통풍 진단시기
1453,DM8_PR,,통풍 현재 유병 여부
1454,DM8_PT,,통풍 치료
1455,BP17_DG,,폐쇄성수면무호흡증 의사진단 여부
1456,LQ_1HT,,HINT-8: 계단오르기
1457,LQ_2HT,,HINT-8: 통증
1458,LQ_3HT ,,HINT-8: 기운
1459,LQ_4HT,,HINT-8: 일하기
1460,LQ_5HT,,HINT-8: 우울
1461,LQ_6HT,,HINT-8: 기억
1462,LQ_7HT,,HINT-8: 잠자기
1463,LQ_8HT,,HINT-8: 행복
1464,BD9_1,,과거 알코올 홍조
1465,BD9_2,,현재 알코올 홍조
1466,BA2_14,,(성인) 자동차 뒷좌석 안전벨트 착용여부
1467,SC_SEATBLT3,,동승차량 뒷좌석 안전벨트 착용률
1468,BP16_1,,(만12세이상) 주중(또는 일하는 날) 하루 평균 수면 시간
1469,BP16_2,,"(만12세이상) 주말(또는 일하지 않는 날, 일하지 않는 전날) 하루 평균 수면 시간"
1470,BP17_2,,(만40세이상) 폐쇄성수면무호흡증 위험요인: 코골이
1471,BP17_3,,(만40세이상) 폐쇄성수면무호흡증 위험요인: 피곤함
1472,BP17_4,,(만40세이상) 폐쇄성수면무호흡증 위험요인: 목격자
1473,BS12_47_1,,궐련형 전자담배 흡연자 하루평균 흡연량
1474,BS12_47_2,,가끔 궐련형 전자담배 흡연자 최근 1달간 흡연일수
1475,BS12_47_4,,궐련형 전자담배 사용이유
1476,BS12_47_5,,궐련형 전자담배 사용이유: 기타상세
1477,HE_PLS_30,,30초 맥박수
1478,HE_NC,,목둘레
1479,HE_INSULIN,,인슐린
1480,HE_INSULIN_ETC,,인슐린 장비분석범위
1481,HE_DM_HBA1C,,당뇨병 유병여부(19세이상)
1482,HE_DF,,집먼지진드기(미국형) 알레르겐
1483,HE_DOG,,개 알레르겐
1484,HE_CAT,,고양이 알레르겐
1485,HE_BIRCH,,자작나무 알레르겐
1486,HE_OAK,,참나무 알레르겐
1487,HE_JHOP,,환삼덩굴 알레르겐
1488,HE_RAGWEED,,돼지풀 알레르겐
1489,HE_UCREA_ETC,,요크레아티닌 장비분석범위
1490,HE_UALB,,요알부민
1491,HE_UALB_ETC,,요알부민 장비분석범위
1492,MO4_17_1,,진료항목: 충치예방치료
1493,MO4_17_2,,진료항목: 스케일링
1494,T_Q_HR_1,,청각보조기기 사용여부
1495,T_Q_HR_2,,청각보조기기 사용기간
1496,T_Q_VN_1,,이명 지속여부
1497,T_Q_VN_2,,이명 주관적 수준
1498,T_Q_DZ,,어지럼증이나 균형감 이상 경험
1499,T_Q_DZ2,,외부요인 없이 중심잡기가 어려워 넘어지거나 쓰러진 경험
1500,T_Q_DZ3,,어지럼증이나 균형감 이상 2 차례 이상 반복 경험
1501,T_Q_DZ4,,서있는 자세에서 자세 유지 불편 경험
1502,T_Q_DZ5,,걷기 불편 경험
1503,T_Q_DZ6,,만성적 어지럼증 경험
1504,T_Q_DZ7,,반복적 낙상 경험
1505,T_Q_CR,,비염증상경험
1506,T_Q_CR1,,비염증상 발생계절
1507,T_Q_CR2,,비염증상 일주일 내 지속기간
1508,T_Q_CR3,,비염증상 지속기간
1509,T_Q_CR4,,비염증상 생활방해여부
1510,T_Q_ALLE,,알레르기 비염 진단 경험
1511,T_Q_SNST1,,콧물 또는 목 뒤로 넘어가는 콧물 3개월 이상 지속 여부
1512,T_Q_SNST2,,코막힘 3개월 이상 지속 여부
1513,T_Q_SNST3,,안면부 동통이나 압박감 3개월 이상 지속 여부
1514,T_Q_SNST4,,후각장애 3개월 이상 지속 여부
1515,T_Q_SINU,,객관적 검사로 만성 부비동염 진단 경험
1516,T_Q_SINU_1,,물혹 진단 경험
1517,T_Q_VC,,본인인지 목소리 이상
1518,T_Q_VC1,,목소리 이상 기간
1519,T_HR_EX_R,,순음청력검사 여부(우측)
1520,T_HR_EX_R_1,,순음청력검사 미검진 사유(우측)
1521,T_HR_EX_R_2,,순음청력검사 미검진 사유 기타(우측)
1522,T_HR_EX_L,,순음청력검사 여부(좌측)
1523,T_HR_EX_L_1,,순음청력검사 미검진 사유(좌측)
1524,T_HR_EX_L_2,,순음청력검사 미검진 사유 기타(좌측) 
1525,T_HR500_PASS,,청력부스 최대허용 소음기준_500Hz(0.5KHz)
1526,T_HR1000_PASS,,청력부스 최대허용 소음기준_1000Hz(1KHz)
1527,T_HR2000_PASS,,청력부스 최대허용 소음기준_2000Hz(2KHz)
1528,T_HR4000_PASS,,청력부스 최대허용 소음기준_4000Hz(4KHz)
1529,T_HR500_RT,,우측 귀_500Hz(0.5KHz)
1530,T_HR1000_RT,,우측 귀_1000Hz(1KHz)
1531,T_HR2000_RT,,우측 귀_2000Hz(2KHz)
1532,T_HR4000_RT,,우측 귀_4000Hz(4KHz)
1533,T_HR8000_RT,,우측 귀_8000Hz(8KHz)
1534,T_HR500_LT,,좌측 귀_500Hz(0.5KHz)
1535,T_HR1000_LT,,좌측 귀_1000Hz(1KHz)
1536,T_HR2000_LT,,좌측 귀_2000Hz(2KHz)
1537,T_HR4000_LT,,좌측 귀_4000Hz(4KHz)
1538,T_HR8000_LT,,좌측 귀_8000Hz(8KHz)
1539,T_HL_MOD,,난청 유병(중등도이상) 여부(40세이상)
1540,T_HL_MILD,,난청 유병(경도) 여부(40세이상)
1541,T_IM_EX_R,,임피던스검사 여부(우측)
1542,T_IM_EX_R_1,,임피던스검사 미검진 사유(우측)
1543,T_IM_EX_R_2,,임피던스검사 미검진 사유 기타(우측)
1544,T_IM_EX_L,,임피던스검사 여부(우측)
1545,T_IM_EX_L_1,,임피던스검사 미검진 사유(우측)
1546,T_IM_EX_L_2,,임피던스검사 미검진 사유 기타(우측)
1547,T_IM_A_R,,Type A(우측)
1548,T_IM_A_L,,Type A(좌측)
1549,T_IM_B_R,,Type B(우측)
1550,T_IM_B_L,,Type B(좌측)
1551,T_IM_C_R,,Type C(우측)
1552,T_IM_C_L,,Type C(좌측)
1553,T_IM_FL_R,,FLAT(우측)
1554,T_IM_FL_L,,FLAT(좌측)
1555,T_TYMP_DIS,,고막이상 유병 여부(40세이상)
1556,DQ_CWATER,,[탄산수]의 최근 1년간 평균섭취빈도
1557,DA_CWATER,,[탄산수]의 1회 평균섭취량
1558,DQ_SODA,,[탄산음료]의 최근 1년간 평균섭취빈도
1559,DA_SODA,,[탄산음료]의 1회 평균섭취량
1560,DQ_SPORTS,,[스포츠음료]의 최근 1년간 평균섭취빈도
1561,DA_SPORTS,,[스포츠음료]의 1회 평균섭취량
1562,DQ_CAFFEINE,,[에너지음료]의 최근 1년간 평균섭취빈도
1563,DA_CAFFEINE,,[에너지음료]의 1회 평균섭취량
1564,DQ_FVJUICE,,"[당이 첨가되지 않은 과일주스, 채소주스]의 최근 1년간 평균섭취빈도"
1565,DA_FVJUICE,,"[당이 첨가되지 않은 과일주스, 채소주스]의 1회 평균섭취량"
1566,DQ_SFVJUICE,,"[당이 첨가된 과일주스, 채소주스]의 최근 1년간 평균섭취빈도"
1567,DA_SFVJUICE,,"[당이 첨가된 과일주스, 채소주스]의 1회 평균섭취량"
1568,DQ_COFFEE,,[당이 첨가되지 않은 커피]의 최근 1년간 평균섭취빈도
1569,DA_COFFEE,,[당이 첨가되지 않은 커피]의 1회 평균섭취량
1570,DQ_SCOFFEE,,"[당이 첨가된 커피, 커피음료]의 최근 1년간 평균섭취빈도"
1571,DA_SCOFFEE,,"[당이 첨가된 커피, 커피음료]의 1회 평균섭취량"
1572,DQ_TEA,,[당이 첨가되지 않은 차류]의 최근 1년간 평균섭취빈도
1573,DA_TEA,,[당이 첨가되지 않은 차류]의 1회 평균섭취량
1574,DQ_STEA,,[당이 첨가된 차류]의 최근 1년간 평균섭취빈도
1575,DA_STEA,,[당이 첨가된 차류]의 1회 평균섭취량
1576,DQ_MILK,,[흰우유]의 최근 1년간 평균 섭취빈도
1577,DA_MILK,,[흰우유]의 1회 평균섭취량
1578,DQ_SMILK,,[가공우유]의 최근 1년간 평균 섭취빈도
1579,DA_SMILK,,[가공우유]의 1회 평균섭취량
1580,DQ_YOGURT,,[요구르트]의 최근 1년간 평균섭취빈도
1581,DA_YOGURT,,[요구르트]의 1회 평균섭취량
1582,LF_CHIL,,가구 내 아동 포함 여부
1583,LF_S2,,식비가 부족하여 먹을 것이 떨어진 경험
1584,LF_S3,,식비가 부족하여 먹을 것이 떨어질까 걱정한 경험
1585,LF_S4,,식비가 부족하여 균형잡힌 식사를 할 수 없던 경험
1586,LF_S5,,식비가 부족하여 식사를 거른 경험
1587,LF_S5_1,,식비가 부족하여 식사를 거른 빈도
1588,LF_S6,,식비가 부족하여 생각하는 양보다 적게 먹은 경험
1589,LF_S7,,식비가 부족하여 배고픈데 먹지 못한 경험
1590,LF_S8,,식비가 부족하여 필요한 만큼 먹지 못해 살이 빠진 경험
1591,LF_S9,,식비가 부족하여 하루 종일  굶은 경험
1592,LF_S9_1,,식비가 부족하여 하루 종일  굶은 빈도
1593,LF_S10,,식비가 부족하여 가구 내 아동에게 값싼 한두 가지 음식만 준 경험
1594,LF_S11,,식비가 부족하여 가구 내 아동에게 균형 잡힌 식사를 주지 못한 경험
1595,LF_S12,,식비가 부족하여 가구 내 아동에게 필요한 만큼 주지 못한 경험
1596,LF_S13,,식비가 부족하여 가구 내 아동의 식사량을 줄인 경험
1597,LF_S14,,식비가 부족하여 가구 내 아동이 식사를 거른 경험
1598,LF_S14_1,,식비가 부족하여 가구 내 아동이 식사를 거른 빈도
1599,LF_S15,,식비가 부족하여 가구 내 아동이 배가 고픈데도 먹지 못한 경험
1600,LF_S16,,식비가 부족하여 가구 내 아동이 하루 종일 굶은 경험
1601,LF_SECUR,,식품안정성 점수
1602,LF_SECUR_G,,수준별 식품안정성 정도1)
