,변수명,변수설명
1063,FA_MILK,"[우유(일반, 저지방)]의 1회 평균섭취량"
1064,FS_MILK,주로 섭취하는 우유 종류
1065,FF_L_YOGU,[액상요구르트]의 최근 1년간 평균섭취빈도
1066,FA_L_YOGU,[액상요구르트]의 1회 평균섭취량
1067,FF_C_YOGU,[호상요구르트(떠먹는 요구르트)]의 최근 1년간 평균섭취빈도
1068,FA_C_YOGU,[호상요구르트(떠먹는 요구르트)]의1회 평균섭취량
1069,FF_BN_MILK,[두유]의 최근 1년간 평균섭취빈도
1070,FA_BN_MILK,[두유]의 1회 평균섭취량
1071,FS_FRUIT,[과일 전체]의 최근 1년간 평균섭취빈도
1072,FS_STRAW,[딸기]의 섭취기간
1073,FF_STRAW,[딸기]의 섭취기간 동안의 평균섭취빈도
1074,FF_STRAW_YR,[딸기]의 최근 1년간 평균섭취빈도
1075,FA_STRAW,[딸기]의 1회 평균섭취량
1076,FS_TOMATO,"[토마토, 방울토마토]의 섭취기간"
1077,FF_TOMATO,"[토마토, 방울토마토]의 섭취기간 동안의 평균섭취빈도"
1078,FF_TOMATO_YR,"[토마토, 방울토마토]의 1년 최근 1년간 평균섭취빈도"
1079,FA_TOMATO,"[토마토, 방울토마토]의 1회 평균섭취량"
1080,FS_MMELON,[참외]의 섭취기간
1081,FF_MMELON,[참외]의 섭취기간 동안의 평균섭취빈도
1082,FF_MMELON_YR,[참외]의 최근 1년간 평균섭취빈도
1083,FA_MMELON,[참외]의 1회 평균섭취량
1084,FS_WMELON,[수박]의 섭취기간
1085,FF_WMELON,[수박]의 섭취기간 동안의 평균섭취빈도
1086,FF_WMELON_YR,[수박]의 최근 1년간 평균섭취빈도
1087,FA_WMELON,[수박]의 1회 평균섭취량
1088,FS_PEACH,[복숭아]의 섭취기간
1089,FF_PEACH,[복숭아]의 섭취기간 동안의 평균섭취빈도
1090,FF_PEACH_YR,[복숭아]의 최근 1년간 평균섭취빈도
1091,FA_PEACH,[복숭아]의 1회 평균섭취량
1092,FS_GRAPE,[포도]의 섭취기간
1093,FF_GRAPE,[포도]의 섭취기간 동안의 평균섭취빈도
1094,FF_GRAPE_YR,[포도]의 최근 1년간 평균섭취빈도
1095,FA_GRAPE,[포도]의 1회 평균섭취량
1096,FS_APPLE,[사과]의 섭취기간
1097,FF_APPLE,[사과]의 섭취기간 동안의 평균섭취빈도
1098,FF_APPLE_YR,[사과]의 최근 1년간 평균섭취빈도
1099,FA_APPLE,[사과]의 1회 평균섭취량
1100,FS_PEAR,[배]의 섭취기간
1101,FF_PEAR,[배]의 섭취기간 동안의 평균섭취빈도
1102,FF_PEAR_YR,[배]의 최근 1년간 평균섭취빈도
1103,FA_PEAR,[배]의 1회 평균섭취량
1104,FS_PERS,"[감, 곶감]의 섭취기간"
1105,FF_PERS,"[감, 곶감]의 섭취기간 동안의 평균섭취빈도"
1106,FF_PERS_YR,"[감, 곶감]의 최근 1년간 평균섭취빈도"
1107,FA_PERS,"[감, 곶감]의 1회 평균섭취량"
1108,FS_TANG,[귤]의 섭취기간
1109,FF_TANG,[귤]의 섭취기간 동안의 평균섭취빈도
1110,FF_TANG_YR,[귤]의 최근 1년간 평균섭취빈도
1111,FA_TANG,[귤]의 1회 평균섭취량
1112,FS_BANANA,[바나나]의 섭취기간
1113,FF_BANANA,[바나나]의 섭취기간 동안의 평균섭취빈도
1114,FF_BANANA_YR,[바나나]의 최근 1년간 평균섭취빈도
1115,FA_BANANA,[바나나]의 1회 평균섭취량
1116,FS_CITRUS,[오렌지]의 섭취기간
1117,FF_CITRUS,[오렌지]의 섭취기간 동안의 평균섭취빈도
1118,FF_CITRUS_YR,[오렌지]의 최근 1년간 평균섭취빈도
1119,FA_CITRUS,[오렌지]의 1회 평균섭취량
1120,FS_KIWI,[키위]의 섭취기간
1121,FF_KIWI,[키위]의 섭취기간 동안의 평균섭취빈도
1122,FF_KIWI_YR,[키위]의 최근 1년간 평균섭취빈도
1123,FA_KIWI,[키위]의 1회 평균섭취량
1124,FF_COFFEE,[커피]의 최근 1년간 평균섭취빈도
1125,FA_COFFEE,[커피]의 1회 평균섭취량
1126,FS_COFFEE,[커피]의 하루 3회 초과 섭취 시 하루 평균 섭취 횟수
1127,FF_CREAM,[프림]의 최근 1년간 평균섭취빈도
1128,FA_CREAM,[프림]의 1회 평균섭취량
1129,FF_SUGAR,[설탕]의 최근 1년간 평균섭취빈도
1130,FA_SUGAR,[설탕]의 1회 평균섭취량
1131,FF_TEA,[녹차]의 최근 1년간 평균섭취빈도
1132,FA_TEA,[녹차]의 1회 평균섭취량
1133,FF_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 최근 1년간 평균섭취빈도"
1134,FA_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 1회 평균섭취량"
1135,FF_FJUICE,[과일주스]의 최근 1년간 평균섭취빈도
1136,FA_FJUICE,[과일주스]의 1회 평균섭취량
1137,FF_GBAVER,"[미숫가루음료, 식혜]의 최근 1년간 평균섭취빈도"
1138,FA_GBAVER,"[미숫가루음료, 식혜]의 1회 평균섭취량"
1139,FF_SNACK,[스넥과자]의 최근 1년간 평균섭취빈도
1140,FA_SNACK,[스넥과자]의 1회 평균섭취량
1141,FF_COOKIE,"[쿠키, 크래커]의 최근 1년간 평균섭취빈도"
1142,FA_COOKIE,"[쿠키, 크래커]의 1회 평균섭취량"
1143,FF_CHOCO,[초콜릿]의 최근 1년간 평균섭취빈도
1144,FA_CHOCO,[초콜릿]의 1회 평균섭취량
1145,FF_ICECM,"[아이스크림, 빙과류]의 최근 1년간 평균섭취빈도"
1146,FA_ICECM,"[아이스크림, 빙과류]의 1회 평균섭취량"
1147,FF_PEANUT,[땅콩]의 최근 1년간 평균섭취빈도
1148,FA_PEANUT,[땅콩]의 1회 평균섭취량
1149,FF_CHNUT,[밤]의 최근 1년간 평균섭취빈도
1150,FA_CHNUT,[밤]의 1회 평균섭취량
1151,FF_SOJU,[소주]의 최근 1년간 평균섭취빈도
1152,FA_SOJU,[소주]의 1회 평균섭취량
1153,FS_SOJU,[소주]의 1회 섭취량이 1병 초과인 경우 섭취량
1154,FF_BEER,[맥주]의 최근 1년간 평균섭취빈도
1155,FA_BEER,[맥주]의 1회 평균섭취량
1156,FS_BEER,[맥주]의 1회 섭취량이 2컵 초과인 경우 섭취량
1157,FF_RWINE,[막걸리]의 최근 1년간 평균섭취빈도
1158,FA_RWINE,[막걸리]의 1회 평균섭취량
1159,FS_RWINE,[막걸리]의 1회 섭취량이 2사발 초과인 경우 섭취량
1160,FQ_RICE,[쌀밥]의 주당섭취빈도
1161,FQ_BARLEY,[잡곡밥]의 주당섭취빈도
1162,FQ_BIBIM,"[비빔밥, 볶음밥]의 주당섭취빈도"
1163,FQ_GIMBAB,[김밥]의 주당섭취빈도
1164,FQ_CURRY,[카레라이스]의 주당섭취빈도
1165,FQ_INSTNO,"[라면, 컵라면]의 주당섭취빈도"
1166,FQ_WHNO,"[국수, 칼국수, 우동]의 주당섭취빈도"
1167,FQ_CHNO,"[짜장면, 짬뽕]의 주당섭취빈도"
1168,FQ_BUNO,[냉면]의 주당섭취빈도
1169,FQ_S_RCAK,[떡국]의 주당섭취빈도
1170,FQ_DUMP,[만두]의 주당섭취빈도
1171,FQ_BRE,[식빵]의 주당섭취빈도
1172,FQ_BUTTER,"[버터, 마아가린]의 주당섭취빈도"
1173,FQ_JAM,[잼]의 주당섭취빈도
1174,FQ_RB_BRE,"[단팥빵, 호빵, 크림빵]의 주당섭취빈도"
1175,FQ_CAKE,"[카스테라, 케이크, 초코파이]의 주당섭취빈도"
1176,FQ_PIZZA,[피자]의 주당섭취빈도
1177,FQ_HAMBER,"[햄버거, 샌드위치]의 주당섭취빈도"
1178,FQ_RCAK,"[백설기, 시루떡, 인절미, 절편]의 주당섭취빈도"
1179,FQ_F_RCAK,[떡볶이]의 주당섭취빈도
1180,FQ_CEREAL,[시리얼]의 주당섭취빈도
1181,FQ_T_BEEF,"[설렁탕, 곰탕, 사골국]의 주당섭취빈도"
1182,FQ_T_POTA,[감자탕]의 주당섭취빈도
1183,FQ_T_LOAC,[추어탕]의 주당섭취빈도
1184,FQ_J_POLL,"[동태찌개, 해물매운탕]의 주당섭취빈도"
1185,FQ_S_SWED,[미역국]의 주당섭취빈도
1186,FQ_S_BEEF,"[쇠고기국, 육개장, 무국]의 주당섭취빈도"
1187,FQ_S_POLL,[북어국]의 주당섭취빈도
1188,FQ_S_SOYP,[된장국]의 주당섭취빈도
1189,FQ_J_SOYP,"[된장찌개, 청국장찌개]의 주당섭취빈도"
1190,FQ_J_KIMC,"[김치찌개, 김치볶음]의 주당섭취빈도"
1191,FQ_J_BUDA,[부대찌개]의 주당섭취빈도
1192,FQ_J_BNCD,"[두부찌개, 순두부찌개]의 주당섭취빈도"
1193,FQ_BNCURD,"[두부, 두부조림, 두부부침]의 주당섭취빈도"
1194,FQ_S_BEAN,[콩조림]의 주당섭취빈도
1195,FQ_F_EGG,"[달걀후라이, 달걀말이]의 주당섭취빈도"
1196,FQ_S_EGG,"[삶은 달걀, 달걀찜]의 주당섭취빈도"
1197,FQ_R_PORK,[돼지고기 삼겹살구이]의 주당섭취빈도
1198,FQ_S_PORK,"[돼지고기 삶은고기(수육,보쌈)]의 주당섭취빈도"
1199,FQ_F_PORK,"[제육볶음, 돼지불고기, 돼지갈비구이]의 주당섭취빈도"
1200,FQ_C_PORK,"[돼지고기 탕수육, 돈까스]의 주당섭취빈도"
1201,FQ_R_BEEF,[쇠고기 생고기구이]의 주당섭취빈도
1202,FQ_F_BEEF,[쇠고기불고기]의 주당섭취빈도
1203,FQ_HAM,[햄]의 주당섭취빈도
1204,FQ_PORKBY,[순대]의 주당섭취빈도
1205,FQ_T_CHIC,[삼계탕(닭백숙)]의 주당섭취빈도
1206,FQ_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 주당섭취빈도"
1207,FQ_F_CHIC,[치킨(닭튀김)]의 주당섭취빈도
1208,FQ_R_DUCK,[오리고기 로스구이]의 주당섭취빈도
1209,FQ_MACKER,"[고등어, 꽁치(구이, 조림)]의 주당섭취빈도"
1210,FQ_HAIRT,"[갈치, 조기(구이, 조림)]의 주당섭취빈도"
1211,FQ_ANCH,"[멸치, 멸치볶음]의 주당섭취빈도"
1212,FQ_SQUID,"[오징어, 오징어채, 마른 오징어]의 주당섭취빈도"
1213,FQ_SCRAB,[게장]의 주당섭취빈도
1214,FQ_SFISH,"[새우젓, 오징어젓, 조개젓]의 주당섭취빈도"
1215,FQ_FPASTE,"[어묵(볶음, 국)]의 주당섭취빈도"
1216,FQ_SPROU,"[콩나물(무침, 국), 숙주나물]의 주당섭취빈도"
1217,FQ_SPINAC,[시금치나물]의 주당섭취빈도
1218,FQ_BELLFI,"[도라지(생채, 나물)]의 주당섭취빈도"
1219,FQ_PUMPKI,"[호박(나물, 전)]의 주당섭취빈도"
1220,FQ_OVEG,[기타 나물]의 주당섭취빈도
1221,FQ_CUCUMB,"[오이(생채, 생오이)]의 주당섭취빈도"
1222,FQ_RADI,"[무(생채, 단무지, 무말랭이)]의 주당섭취빈도"
1223,FQ_VSALAD,[채소샐러드]의 주당섭취빈도
1224,FQ_GREENO,"[파무침, 부추무침]의 주당섭취빈도"
1225,FQ_RAWVEG,"[쌈채소, 풋고추]의 주당섭취빈도"
1226,FQ_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 주당섭취빈도"
1227,FQ_GARLIC,[마늘]의 주당섭취빈도
1228,FQ_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 주당섭취빈도"
1229,FQ_KIMCHI,[배추김치]의 주당섭취빈도
1230,FQ_OKIMCH,"[기타김치, 겉절이]의 주당섭취빈도"
1231,FQ_SVEG,"[장아찌, 오이피클]의 주당섭취빈도"
1232,FQ_ROOT,"[연근조림, 우엉조림]의 주당섭취빈도"
1233,FQ_PCAKE,"[부침개류(부추전, 김치전 등)]의 주당섭취빈도"
1234,FQ_F_VEG,[잡채]의 주당섭취빈도
1235,FQ_MUSHRO,[버섯볶음]의 주당섭취빈도
1236,FQ_LAV,"[김구이, 생김, 김무침]의 주당섭취빈도"
1237,FQ_GLAV,"[파래무침, 미역초무침]의 주당섭취빈도"
1238,FQ_F_SWED,[미역줄기볶음]의 주당섭취빈도
1239,FQ_F_POTA,"[감자볶음, 감자조림]의 주당섭취빈도"
1240,FQ_S_POTA,"[찐감자, 군감자]의 주당섭취빈도"
1241,FQ_SWPOTA,"[찐고구마, 군고구마]의 주당섭취빈도"
1242,FQ_CORN,"[찐옥수수, 군옥수수]의 주당섭취빈도"
1243,FQ_MILK,"[우유(일반, 저지방)]의 주당섭취빈도"
1244,FQ_L_YOGU,[액상요구르트]의 주당섭취빈도
1245,FQ_C_YOGU,[호상요구르트(떠먹는 요구르트)]의 주당섭취빈도
1246,FQ_BN_MILK,[두유]의 주당섭취빈도
1247,FQ_STRAW,[딸기]의 주당섭취빈도
1248,FQ_TOMATO,"[토마토, 방울토마토]의 주당섭취빈도"
1249,FQ_MMELON,[참외]의 주당섭취빈도
1250,FQ_WMELON,[수박]의 주당섭취빈도
1251,FQ_PEACH,[복숭아]의 주당섭취빈도
1252,FQ_GRAPE,[포도]의 주당섭취빈도
1253,FQ_APPLE,[사과]의 주당섭취빈도
1254,FQ_PEAR,[배]의 주당섭취빈도
1255,FQ_PERS,"[감, 곶감]의 주당섭취빈도"
1256,FQ_TANG,[귤]의 주당섭취빈도
1257,FQ_BANANA,[바나나]의 주당섭취빈도
1258,FQ_CITRUS,[오렌지]의 주당섭취빈도
1259,FQ_KIWI,[키위]의 주당섭취빈도
1260,FQ_COFFEE,[커피]의 주당섭취빈도
1261,FQ_CREAM,[프림]의 주당섭취빈도
1262,FQ_SUGAR,[설탕]의 주당섭취빈도
1263,FQ_TEA,[녹차]의 주당섭취빈도
1264,FQ_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 주당섭취빈도"
1265,FQ_FJUICE,[과일주스]의 주당섭취빈도
1266,FQ_GBAVER,"[미숫가루음료, 식혜]의 주당섭취빈도"
1267,FQ_SNACK,[스넥과자]의 주당섭취빈도
1268,FQ_COOKIE,"[쿠키, 크래커]의 주당섭취빈도"
1269,FQ_CHOCO,[초콜릿]의 주당섭취빈도
1270,FQ_ICECM,"[아이스크림, 빙과류]의 주당섭취빈도"
1271,FQ_PEANUT,[땅콩]의 주당섭취빈도
1272,FQ_CHNUT,[밤]의 주당섭취빈도
1273,FQ_SOJU,[소주]의 주당섭취빈도
1274,FQ_BEER,[맥주]의 주당섭취빈도
1275,FQ_RWINE,[막걸리]의 주당섭취빈도
1276,FQ_EN,식품섭취빈도조사를 통해 산출된 1일 에너지 섭취량
1277,FQ_PROT,식품섭취빈도조사를 통해 산출된 1일 단백질 섭취량
1278,FQ_FAT,식품섭취빈도조사를 통해 산출된 1일 지방 섭취량
1279,FQ_SFA,식품섭취빈도조사를 통해 산출된 1일 포화지방산 섭취량
1280,FQ_MUFA,식품섭취빈도조사를 통해 산출된 1일 단일불포화지방산 섭취량
1281,FQ_PUFA,식품섭취빈도조사를 통해 산출된 1일 다가불포화지방산 섭취량
1282,FQ_N3,식품섭취빈도조사를 통해 산출된 1일 n-3계 섭취량
1283,FQ_N6,식품섭취빈도조사를 통해 산출된 1일 n-6계 섭취량
1284,FQ_CHOL,식품섭취빈도조사를 통해 산출된 1일 콜레스테롤 섭취량
1285,FQ_CHO,식품섭취빈도조사를 통해 산출된 1일 탄수화물 섭취량
1286,FQ_TDF,식품섭취빈도조사를 통해 산출된 1일 식이섬유 섭취량
1287,FQ_CA,식품섭취빈도조사를 통해 산출된 1일 칼슘 섭취량
1288,FQ_PHOS,식품섭취빈도조사를 통해 산출된 1일 인 섭취량
1289,FQ_FE,식품섭취빈도조사를 통해 산출된 1일 철 섭취량
1290,FQ_NA,식품섭취빈도조사를 통해 산출된 1일 나트륨 섭취량
1291,FQ_K,식품섭취빈도조사를 통해 산출된 1일 칼륨 섭취량
1292,FQ_VA,식품섭취빈도조사를 통해 산출된 1일 비타민A 섭취량
1293,FQ_CAROT,식품섭취빈도조사를 통해 산출된 1일 카로틴 섭취량
1294,FQ_RETIN,식품섭취빈도조사를 통해 산출된 1일 레티놀 섭취량
1295,FQ_B1,식품섭취빈도조사를 통해 산출된 1일 티아민 섭취량
1296,FQ_B2,식품섭취빈도조사를 통해 산출된 1일 리보플라빈 섭취량
1297,FQ_NIAC,식품섭취빈도조사를 통해 산출된 1일 나이아신 섭취량
1298,FQ_VITC,식품섭취빈도조사를 통해 산출된 1일 비타민C 섭취량
1299,N_DIET,식사요법여부
1300,N_DIET_WHY,식사요법이유
1301,N_DT_DS,식사요법이유_질환
1302,N_DT_ETC,식사요법이유_기타
1303,N_DUSUAL,평소식사량과 비교
1304,N_WAT_C,물섭취량(컵)
1305,N_PRG,임신 및 수유여부(가임기여성)
1306,N_BFD_Y,모유수유여부(영유아)
1307,N_DAY,영양조사요일
1308,N_MEAL,끼니구분
1309,N_MEAL_T,식사시간
1310,N_MEAL_P,식사장소
1311,N_MTYPE,매식여부
1312,N_MEAL_W,타인동반 여부
1313,N_DNAME,음식명
1314,N_DCODE,음식코드
1315,N_CD_VOL,음식의 조리총량(부피)
1316,N_CD_WT,음식의 조리총량(중량)
1317,N_TD_VOL,음식의 섭취량(부피)
1318,N_TD_WT,음식의 섭취량(중량)
1319,N_FCODE,식품코드
1320,N_FNAME,식품코드명(한글)
1321,N_ENAME,식품코드명(영문)
1322,N_FD_NS,식품명 및 식품상태
1323,N_FM_WT,식품재료량(중량)
1324,N_PRODUCT,제품명
1325,N_CNAME,제조회사명
1326,N_AP,동식물성 구분
1327,N_KINDG1,식품군 분류1
1328,N_KINDG2,식품군 분류2
1329,N_FCODE3,3차 식품코드
1330,N_FNAME3,3차 식품코드명
1331,NF_INTK,식품섭취량
1332,NF_INTK3,3차 식품코드용 식품섭취량
1333,NF_EN,에너지
1334,NF_WATER,수분
1335,NF_PROT,단백질
1336,NF_FAT,지방
1337,NF_SFA,포화지방산
1338,NF_MUFA,단일불포화지방산
1339,NF_PUFA,다가불포화지방산
1340,NF_N3,n-3계 지방산
1341,NF_N6,n-6계 지방산
1342,NF_10_0,카프르산
1343,NF_12_0,라우르산
1344,NF_14_0,미리스트산
1345,NF_16_0,팔미트산
1346,NF_18_0,스테아르산
1347,NF_20_0,아라키드산
1348,NF_22_0,베헨산
1349,NF_24_0,리그노세르산
1350,NF_14_1,미리스톨레산
1351,NF_16_1,팔미톨레산
1352,NF_18_1,올레산
1353,NF_20_1,에이코센산
1354,NF_22_1,에루크산
1355,NF_24_1,네르본산
1356,NF_18_2N6,리놀레산
1357,NF_18_3N3,알파리놀렌산
1358,NF_18_3N6,감마리놀렌산
1359,NF_18_4,스테아리돈산
1360,NF_20_2,에이코사디엔산
1361,NF_20_3N6,디호모감마리놀렌산
1362,NF_20_4N6,아라키돈산
1363,NF_20_5N3,에이코사펜타엔산
1364,NF_22_2,도코사디엔산
1365,NF_22_5,도코사펜타엔산
1366,NF_22_6N3,도코사헥사엔산
1367,NF_CHOL,콜레스테롤
1368,NF_CHO,탄수화물
1369,NF_TDF,식이섬유
1370,NF_SUGAR,당
1371,NF_CA,칼슘
1372,NF_PHOS,인
1373,NF_FE,철
1374,NF_NA,나트륨
1375,NF_K,칼륨
1376,NF_VA,비타민A (레티놀 당량)
1377,NF_VA_RAE,비타민A (레티놀 활성 당량)
1378,NF_CAROT,베타카로틴
1379,NF_RETIN,레티놀
1380,NF_B1,티아민
1381,NF_B2,리보플라빈
1382,NF_NIAC,나이아신
1383,NF_FOLATE,엽산
1384,NF_VITC,비타민C
1385,NS_NAME,식이보충제명
1386,NS_CNAME,식이보충제 제조원명
1387,NS_AM,식이보충제 섭취량
1388,NS_AM_U,식이보충제 섭취량 단위
1389,NS_VOL,식이보충제 섭취부피
1390,NS_WT,식이보충제 섭취중량
1391,NS_CODE,식이보충제 코드
1392,NS_CA,식이보충제 칼슘
1393,NS_PHOS,식이보충제 인
1394,NS_FE,식이보충제 철
1395,NS_VA_RAE,식이보충제 비타민A (레티놀 활성 당량)
1396,NS_B1,식이보충제 티아민
1397,NS_B2,식이보충제 리보플라빈
1398,NS_NIAC,식이보충제 나이아신
1399,NS_VITC,식이보충제 비타민C
1400,N_INTK,식품섭취량
1401,N_EN,에너지
1402,N_WATER,수분
1403,N_PROT,단백질
1404,N_FAT,지방
1405,N_SFA,포화지방산
1406,N_MUFA,단일불포화지방산
1407,N_PUFA,다가불포화지방산
1408,N_N3,n-3계 지방산
1409,N_N6,n-6계 지방산
1410,N_CHOL,콜레스테롤
1411,N_CHO,탄수화물
1412,N_TDF,식이섬유
1413,N_SUGAR,당
1414,N_CA,칼슘
1415,N_PHOS,인
1416,N_FE,철
1417,N_NA,나트륨
1418,N_K,칼륨
1419,N_VA,비타민A (레티놀 당량)
1420,N_VA_RAE,비타민A (레티놀 활성 당량)
1421,N_CAROT,베타카로틴
1422,N_RETIN,레티놀
1423,N_B1,티아민
1424,N_B2,리보플라빈
1425,N_NIAC,나이아신
1426,N_FOLATE,엽산
1427,N_VITC,비타민C
1428,LF_SECUR_Y,식품안정성조사 여부
1429,LF_BUYER,응답자의 가구 내 식생활관리자 여부
1430,LF_SAFE,식생활형편
1431,HEI,식생활평가지수 총점
1432,HEI_BR,아침식사
1433,HEI_CEREAL,잡곡 섭취
1434,HEI_TFRUIT,총 과일 섭취
1435,HEI_FFRUIT,생 과일 섭취
1436,HEI_TVEG,총 채소 섭취
1437,HEI_VEG,"김치, 장아찌류를 제외한 채소 섭취"
1438,HEI_PROTF,"고기, 생선, 달걀, 콩류 섭취"
1439,HEI_DAIRY,우유 및 유제품 섭취
1440,HEI_SFA,포화지방산 에너지섭취비율
1441,HEI_NA,나트륨 섭취
1442,HEI_SWEET,"당류, 음료류의 에너지섭취비율"
1443,HEI_CHO,탄수화물 에너지섭취비율
1444,HEI_FAT,지방 에너지섭취비율
1445,HEI_EN,에너지 섭취
1446,MOD_D,최종 DB 수정일
1447,ID,개인 아이디
1448,ID_FAM,가구 아이디
1449,YEAR,조사연도
1450,REGION,17개 시도
1451,TOWN_T,동/읍면 구분
1452,APT_T,아파트 구분
1453,PSU,조사구번호
1454,SEX,성별
1455,AGE,만나이
1456,AGE_MONTH,월령
1457,INCM,소득 4분위수(개인)
1458,HO_INCM,소득 4분위수(가구)
1459,INCM5,소득 5분위수(개인)
1460,HO_INCM5,소득 5분위수(가구)
1461,EDU,교육수준 재분류 코드
1462,OCCP,직업재분류 및 실업/비경제활동상태 코드
1463,WT_HS,가구조사 가중치
1464,WT_ITVEX,건강설문-검진조사 가중치
1465,WT_OE,구강검사 & 영양조사 가중치
1466,WT_PFT,폐기능검사 가중치(만40세이상)
1467,WT_EX1,이비인후검사 가중치(만40세이상)
1468,WT_IGE,알레르겐검사 가중치(만10세이상)
1469,WT_NTR,영양조사 가중치
1470,WT_TOT,건강설문-검진조사 & 영양조사 가중치
1471,WT_PFNT,폐기능검사 & 영양조사 가중치(만40세이상)
1472,WT_EX1NT,이비인후검사 & 영양조사 가중치(만40세이상)
1473,WT_IGENT,알레르겐검사 & 영양조사 가중치(만10세이상)
1474,KSTRATA,분산추정 층 
1475,CFAM,가구원수
1476,GENERTN,가구 세대구성코드
1477,ALLOWNC,기초생활수급 여부
1478,HOUSE,주택소유여부
1479,LIVE_T,주택형태
1480,AINC_UNIT1,가구총소득(개방형): 소득단위
1481,AINC_1,가구총소득(개방형): 소득액
1482,AINC,월평균 가구총소득
1483,MARRI_1,결혼여부
1484,MARRI_2,결혼상태
1485,FAM_RELA,가구주와의 관계
1486,TINS,건강보험종류
1487,NPINS,민간의료보험 가입여부
1488,ID_F,아버지 아이디
1489,ID_M,어머니 아이디
1490,D_1_1,주관적 건강인지
1491,D_2_1,"최근2주간 몸이 불편했던 
경험 유무"
1492,D_2_WK,최근2주간 불편감일수
1493,DI1_DG,고혈압 의사진단 여부 
1494,DI1_AG,고혈압 진단시기
1495,DI1_PR,고혈압 현재 유병 여부 
1496,DI1_PT,고혈압 치료
1497,DI1_2,혈압조절제 복용
1498,DI2_DG,이상지질혈증 의사진단 여부
1499,DI2_AG,이상지질혈증 진단시기
1500,DI2_PR,이상지질혈증 현재 유병 여부
1501,DI2_PT,이상지질혈증 치료
1502,DI2_2,이상지질혈증 약복용
1503,DI3_DG,뇌졸중 의사진단 여부
1504,DI3_AG,뇌졸중 진단시기
1505,DI3_PR,뇌졸중 현재 유병 여부
1506,DI3_PT,뇌졸중 치료
1507,DI3_2,뇌졸중 후유증
1508,DI4_DG,심근경색증 또는 협심증 의사진단 여부
1509,DI4_PR,심근경색증 또는 협심증 현재 유병 여부
1510,DI4_PT,심근경색증 또는 협심증 치료
1511,DI5_DG,심근경색증 의사진단 여부
1512,DI5_AG,심근경색증 진단시기
1513,DI5_PR,심근경색증 현재 유병 여부
1514,DI5_PT,심근경색증 치료
1515,DI6_DG,협심증 의사진단 여부
1516,DI6_AG,협심증 진단시기
1517,DI6_PR,협심증 현재 유병 여부
1518,DI6_PT,협심증 치료
1519,DM1_DG,관절염 의사진단 여부
1520,DM1_PR,관절염 현재 유병 여부
1521,DM1_PT,관절염 치료
1522,DM2_DG,골관절염 의사진단 여부
1523,DM2_AG,골관절염 진단시기
1524,DM2_PR,골관절염 현재 유병 여부
1525,DM2_PT,골관절염 치료
1526,DM3_DG,류마티스성 관절염 의사진단 여부
1527,DM3_AG,류마티스성 관절염 진단시기
1528,DM3_PR,류마티스성 관절염 현재 유병 여부
1529,DM3_PT,류마티스성 관절염 치료
1530,DM4_DG,골다공증 의사진단 여부
1531,DM4_AG,골다공증 진단시기
1532,DM4_PR,골다공증 현재 유병 여부
1533,DM4_PT,골다공증 치료
1534,DJ2_DG,폐결핵 의사진단 여부
1535,DJ2_AG,폐결핵 진단시기
1536,DJ2_PR,폐결핵 현재 유병 여부
1537,DJ2_PT,폐결핵 치료
1538,DJ4_DG,천식 의사진단 여부
1539,DJ4_AG,천식 진단시기
1540,DJ4_PR,천식 현재 유병 여부
1541,DJ4_PT,천식 치료 
1542,DJ4_3,천식 약복용
1543,DE2_DG,갑상선 질환 의사진단 여부
1544,DE2_AG,갑상선 질환 진단시기
1545,DE2_PR,갑상선 질환 현재 유병 여부
1546,DE2_PT,갑상선 질환 치료
1547,DE1_DG,당뇨병 의사진단 여부
1548,DE1_AG,당뇨병 진단시기
1549,DE1_PR,당뇨병 현재 유병 여부
1550,DE1_PT,당뇨병 치료
1551,DE1_3,당뇨병혈당관리치료여부
1552,DE1_31,당뇨병혈당관리치료: 인슐린 주사
1553,DE1_32,당뇨병혈당관리치료: 당뇨병약 
1554,DE1_33,당뇨병혈당관리치료: 비약물 요법
1555,DE1_34,당뇨병혈당관리치료:기타
1556,DE1_35,당뇨병혈당관리치료: 기타상세
1557,DE1_4,안저검사
1558,DC1_DG,위암 의사진단 여부
1559,DC1_AG,위암 진단시기
1560,DC1_PR,위암 현재 유병 여부
1561,DC1_PT,위암 치료 여부
1562,DC2_DG,간암 의사진단 여부
1563,DC2_AG,간암 진단시기
1564,DC2_PR,간암 현재 유병 여부
1565,DC2_PT,간암 치료 여부
1566,DC3_DG,대장암 의사진단 여부
1567,DC3_AG,대장암 진단시기
1568,DC3_PR,대장암 현재 유병 여부
1569,DC3_PT,대장암 치료 여부
1570,DC4_DG,유방암 의사진단 여부
1571,DC4_AG,유방암 진단시기
1572,DC4_PR,유방암 현재 유병 여부
1573,DC4_PT,유방암 치료 여부
1574,DC5_DG,자궁경부암 의사진단 여부
1575,DC5_AG,자궁경부암 진단시기
1576,DC5_PR,자궁경부암 현재 유병 여부
