,변수명,변수설명
1069,FA_L_YOGU,[액상요구르트]의 1회 평균섭취량
1070,FF_C_YOGU,[호상요구르트(떠먹는 요구르트)]의 최근 1년간 평균섭취빈도
1071,FA_C_YOGU,[호상요구르트(떠먹는 요구르트)]의1회 평균섭취량
1072,FF_BN_MILK,[두유]의 최근 1년간 평균섭취빈도
1073,FA_BN_MILK,[두유]의 1회 평균섭취량
1074,FS_FRUIT,[과일 전체]의 최근 1년간 평균섭취빈도
1075,FS_STRAW,[딸기]의 섭취기간
1076,FF_STRAW,[딸기]의 섭취기간 동안의 평균섭취빈도
1077,FF_STRAW_YR,[딸기]의 최근 1년간 평균섭취빈도
1078,FA_STRAW,[딸기]의 1회 평균섭취량
1079,FS_TOMATO,"[토마토, 방울토마토]의 섭취기간"
1080,FF_TOMATO,"[토마토, 방울토마토]의 섭취기간 동안의 평균섭취빈도"
1081,FF_TOMATO_YR,"[토마토, 방울토마토]의 1년 최근 1년간 평균섭취빈도"
1082,FA_TOMATO,"[토마토, 방울토마토]의 1회 평균섭취량"
1083,FS_MMELON,[참외]의 섭취기간
1084,FF_MMELON,[참외]의 섭취기간 동안의 평균섭취빈도
1085,FF_MMELON_YR,[참외]의 최근 1년간 평균섭취빈도
1086,FA_MMELON,[참외]의 1회 평균섭취량
1087,FS_WMELON,[수박]의 섭취기간
1088,FF_WMELON,[수박]의 섭취기간 동안의 평균섭취빈도
1089,FF_WMELON_YR,[수박]의 최근 1년간 평균섭취빈도
1090,FA_WMELON,[수박]의 1회 평균섭취량
1091,FS_PEACH,[복숭아]의 섭취기간
1092,FF_PEACH,[복숭아]의 섭취기간 동안의 평균섭취빈도
1093,FF_PEACH_YR,[복숭아]의 최근 1년간 평균섭취빈도
1094,FA_PEACH,[복숭아]의 1회 평균섭취량
1095,FS_GRAPE,[포도]의 섭취기간
1096,FF_GRAPE,[포도]의 섭취기간 동안의 평균섭취빈도
1097,FF_GRAPE_YR,[포도]의 최근 1년간 평균섭취빈도
1098,FA_GRAPE,[포도]의 1회 평균섭취량
1099,FS_APPLE,[사과]의 섭취기간
1100,FF_APPLE,[사과]의 섭취기간 동안의 평균섭취빈도
1101,FF_APPLE_YR,[사과]의 최근 1년간 평균섭취빈도
1102,FA_APPLE,[사과]의 1회 평균섭취량
1103,FS_PEAR,[배]의 섭취기간
1104,FF_PEAR,[배]의 섭취기간 동안의 평균섭취빈도
1105,FF_PEAR_YR,[배]의 최근 1년간 평균섭취빈도
1106,FA_PEAR,[배]의 1회 평균섭취량
1107,FS_PERS,"[감, 곶감]의 섭취기간"
1108,FF_PERS,"[감, 곶감]의 섭취기간 동안의 평균섭취빈도"
1109,FF_PERS_YR,"[감, 곶감]의 최근 1년간 평균섭취빈도"
1110,FA_PERS,"[감, 곶감]의 1회 평균섭취량"
1111,FS_TANG,[귤]의 섭취기간
1112,FF_TANG,[귤]의 섭취기간 동안의 평균섭취빈도
1113,FF_TANG_YR,[귤]의 최근 1년간 평균섭취빈도
1114,FA_TANG,[귤]의 1회 평균섭취량
1115,FS_BANANA,[바나나]의 섭취기간
1116,FF_BANANA,[바나나]의 섭취기간 동안의 평균섭취빈도
1117,FF_BANANA_YR,[바나나]의 최근 1년간 평균섭취빈도
1118,FA_BANANA,[바나나]의 1회 평균섭취량
1119,FS_CITRUS,[오렌지]의 섭취기간
1120,FF_CITRUS,[오렌지]의 섭취기간 동안의 평균섭취빈도
1121,FF_CITRUS_YR,[오렌지]의 최근 1년간 평균섭취빈도
1122,FA_CITRUS,[오렌지]의 1회 평균섭취량
1123,FS_KIWI,[키위]의 섭취기간
1124,FF_KIWI,[키위]의 섭취기간 동안의 평균섭취빈도
1125,FF_KIWI_YR,[키위]의 최근 1년간 평균섭취빈도
1126,FA_KIWI,[키위]의 1회 평균섭취량
1127,FF_COFFEE,[커피]의 최근 1년간 평균섭취빈도
1128,FA_COFFEE,[커피]의 1회 평균섭취량
1129,FS_COFFEE,[커피]의 하루 3회 초과 섭취 시 하루 평균 섭취 횟수
1130,FF_CREAM,[프림]의 최근 1년간 평균섭취빈도
1131,FA_CREAM,[프림]의 1회 평균섭취량
1132,FF_SUGAR,[설탕]의 최근 1년간 평균섭취빈도
1133,FA_SUGAR,[설탕]의 1회 평균섭취량
1134,FF_TEA,[녹차]의 최근 1년간 평균섭취빈도
1135,FA_TEA,[녹차]의 1회 평균섭취량
1136,FF_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 최근 1년간 평균섭취빈도"
1137,FA_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 1회 평균섭취량"
1138,FF_FJUICE,[과일주스]의 최근 1년간 평균섭취빈도
1139,FA_FJUICE,[과일주스]의 1회 평균섭취량
1140,FF_GBAVER,"[미숫가루음료, 식혜]의 최근 1년간 평균섭취빈도"
1141,FA_GBAVER,"[미숫가루음료, 식혜]의 1회 평균섭취량"
1142,FF_SNACK,[스넥과자]의 최근 1년간 평균섭취빈도
1143,FA_SNACK,[스넥과자]의 1회 평균섭취량
1144,FF_COOKIE,"[쿠키, 크래커]의 최근 1년간 평균섭취빈도"
1145,FA_COOKIE,"[쿠키, 크래커]의 1회 평균섭취량"
1146,FF_CHOCO,[초콜릿]의 최근 1년간 평균섭취빈도
1147,FA_CHOCO,[초콜릿]의 1회 평균섭취량
1148,FF_ICECM,"[아이스크림, 빙과류]의 최근 1년간 평균섭취빈도"
1149,FA_ICECM,"[아이스크림, 빙과류]의 1회 평균섭취량"
1150,FF_PEANUT,[땅콩]의 최근 1년간 평균섭취빈도
1151,FA_PEANUT,[땅콩]의 1회 평균섭취량
1152,FF_CHNUT,[밤]의 최근 1년간 평균섭취빈도
1153,FA_CHNUT,[밤]의 1회 평균섭취량
1154,FF_SOJU,[소주]의 최근 1년간 평균섭취빈도
1155,FA_SOJU,[소주]의 1회 평균섭취량
1156,FS_SOJU,[소주]의 1회 섭취량이 1병 초과인 경우 섭취량
1157,FF_BEER,[맥주]의 최근 1년간 평균섭취빈도
1158,FA_BEER,[맥주]의 1회 평균섭취량
1159,FS_BEER,[맥주]의 1회 섭취량이 2컵 초과인 경우 섭취량
1160,FF_RWINE,[막걸리]의 최근 1년간 평균섭취빈도
1161,FA_RWINE,[막걸리]의 1회 평균섭취량
1162,FS_RWINE,[막걸리]의 1회 섭취량이 2사발 초과인 경우 섭취량
1163,FQ_RICE,[쌀밥]의 주당섭취빈도
1164,FQ_BARLEY,[잡곡밥]의 주당섭취빈도
1165,FQ_BIBIM,"[비빔밥, 볶음밥]의 주당섭취빈도"
1166,FQ_GIMBAB,[김밥]의 주당섭취빈도
1167,FQ_CURRY,[카레라이스]의 주당섭취빈도
1168,FQ_INSTNO,"[라면, 컵라면]의 주당섭취빈도"
1169,FQ_WHNO,"[국수, 칼국수, 우동]의 주당섭취빈도"
1170,FQ_CHNO,"[짜장면, 짬뽕]의 주당섭취빈도"
1171,FQ_BUNO,[냉면]의 주당섭취빈도
1172,FQ_S_RCAK,[떡국]의 주당섭취빈도
1173,FQ_DUMP,[만두]의 주당섭취빈도
1174,FQ_BRE,[식빵]의 주당섭취빈도
1175,FQ_BUTTER,"[버터, 마아가린]의 주당섭취빈도"
1176,FQ_JAM,[잼]의 주당섭취빈도
1177,FQ_RB_BRE,"[단팥빵, 호빵, 크림빵]의 주당섭취빈도"
1178,FQ_CAKE,"[카스테라, 케이크, 초코파이]의 주당섭취빈도"
1179,FQ_PIZZA,[피자]의 주당섭취빈도
1180,FQ_HAMBER,"[햄버거, 샌드위치]의 주당섭취빈도"
1181,FQ_RCAK,"[백설기, 시루떡, 인절미, 절편]의 주당섭취빈도"
1182,FQ_F_RCAK,[떡볶이]의 주당섭취빈도
1183,FQ_CEREAL,[시리얼]의 주당섭취빈도
1184,FQ_T_BEEF,"[설렁탕, 곰탕, 사골국]의 주당섭취빈도"
1185,FQ_T_POTA,[감자탕]의 주당섭취빈도
1186,FQ_T_LOAC,[추어탕]의 주당섭취빈도
1187,FQ_J_POLL,"[동태찌개, 해물매운탕]의 주당섭취빈도"
1188,FQ_S_SWED,[미역국]의 주당섭취빈도
1189,FQ_S_BEEF,"[쇠고기국, 육개장, 무국]의 주당섭취빈도"
1190,FQ_S_POLL,[북어국]의 주당섭취빈도
1191,FQ_S_SOYP,[된장국]의 주당섭취빈도
1192,FQ_J_SOYP,"[된장찌개, 청국장찌개]의 주당섭취빈도"
1193,FQ_J_KIMC,"[김치찌개, 김치볶음]의 주당섭취빈도"
1194,FQ_J_BUDA,[부대찌개]의 주당섭취빈도
1195,FQ_J_BNCD,"[두부찌개, 순두부찌개]의 주당섭취빈도"
1196,FQ_BNCURD,"[두부, 두부조림, 두부부침]의 주당섭취빈도"
1197,FQ_S_BEAN,[콩조림]의 주당섭취빈도
1198,FQ_F_EGG,"[달걀후라이, 달걀말이]의 주당섭취빈도"
1199,FQ_S_EGG,"[삶은 달걀, 달걀찜]의 주당섭취빈도"
1200,FQ_R_PORK,[돼지고기 삼겹살구이]의 주당섭취빈도
1201,FQ_S_PORK,"[돼지고기 삶은고기(수육,보쌈)]의 주당섭취빈도"
1202,FQ_F_PORK,"[제육볶음, 돼지불고기, 돼지갈비구이]의 주당섭취빈도"
1203,FQ_C_PORK,"[돼지고기 탕수육, 돈까스]의 주당섭취빈도"
1204,FQ_R_BEEF,[쇠고기 생고기구이]의 주당섭취빈도
1205,FQ_F_BEEF,[쇠고기불고기]의 주당섭취빈도
1206,FQ_HAM,[햄]의 주당섭취빈도
1207,FQ_PORKBY,[순대]의 주당섭취빈도
1208,FQ_T_CHIC,[삼계탕(닭백숙)]의 주당섭취빈도
1209,FQ_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 주당섭취빈도"
1210,FQ_F_CHIC,[치킨(닭튀김)]의 주당섭취빈도
1211,FQ_R_DUCK,[오리고기 로스구이]의 주당섭취빈도
1212,FQ_MACKER,"[고등어, 꽁치(구이, 조림)]의 주당섭취빈도"
1213,FQ_HAIRT,"[갈치, 조기(구이, 조림)]의 주당섭취빈도"
1214,FQ_ANCH,"[멸치, 멸치볶음]의 주당섭취빈도"
1215,FQ_SQUID,"[오징어, 오징어채, 마른 오징어]의 주당섭취빈도"
1216,FQ_SCRAB,[게장]의 주당섭취빈도
1217,FQ_SFISH,"[새우젓, 오징어젓, 조개젓]의 주당섭취빈도"
1218,FQ_FPASTE,"[어묵(볶음, 국)]의 주당섭취빈도"
1219,FQ_SPROU,"[콩나물(무침, 국), 숙주나물]의 주당섭취빈도"
1220,FQ_SPINAC,[시금치나물]의 주당섭취빈도
1221,FQ_BELLFI,"[도라지(생채, 나물)]의 주당섭취빈도"
1222,FQ_PUMPKI,"[호박(나물, 전)]의 주당섭취빈도"
1223,FQ_OVEG,[기타 나물]의 주당섭취빈도
1224,FQ_CUCUMB,"[오이(생채, 생오이)]의 주당섭취빈도"
1225,FQ_RADI,"[무(생채, 단무지, 무말랭이)]의 주당섭취빈도"
1226,FQ_VSALAD,[채소샐러드]의 주당섭취빈도
1227,FQ_GREENO,"[파무침, 부추무침]의 주당섭취빈도"
1228,FQ_RAWVEG,"[쌈채소, 풋고추]의 주당섭취빈도"
1229,FQ_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 주당섭취빈도"
1230,FQ_GARLIC,[마늘]의 주당섭취빈도
1231,FQ_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 주당섭취빈도"
1232,FQ_KIMCHI,[배추김치]의 주당섭취빈도
1233,FQ_OKIMCH,"[기타김치, 겉절이]의 주당섭취빈도"
1234,FQ_SVEG,"[장아찌, 오이피클]의 주당섭취빈도"
1235,FQ_ROOT,"[연근조림, 우엉조림]의 주당섭취빈도"
1236,FQ_PCAKE,"[부침개류(부추전, 김치전 등)]의 주당섭취빈도"
1237,FQ_F_VEG,[잡채]의 주당섭취빈도
1238,FQ_MUSHRO,[버섯볶음]의 주당섭취빈도
1239,FQ_LAV,"[김구이, 생김, 김무침]의 주당섭취빈도"
1240,FQ_GLAV,"[파래무침, 미역초무침]의 주당섭취빈도"
1241,FQ_F_SWED,[미역줄기볶음]의 주당섭취빈도
1242,FQ_F_POTA,"[감자볶음, 감자조림]의 주당섭취빈도"
1243,FQ_S_POTA,"[찐감자, 군감자]의 주당섭취빈도"
1244,FQ_SWPOTA,"[찐고구마, 군고구마]의 주당섭취빈도"
1245,FQ_CORN,"[찐옥수수, 군옥수수]의 주당섭취빈도"
1246,FQ_MILK,"[우유(일반, 저지방)]의 주당섭취빈도"
1247,FQ_L_YOGU,[액상요구르트]의 주당섭취빈도
1248,FQ_C_YOGU,[호상요구르트(떠먹는 요구르트)]의 주당섭취빈도
1249,FQ_BN_MILK,[두유]의 주당섭취빈도
1250,FQ_STRAW,[딸기]의 주당섭취빈도
1251,FQ_TOMATO,"[토마토, 방울토마토]의 주당섭취빈도"
1252,FQ_MMELON,[참외]의 주당섭취빈도
1253,FQ_WMELON,[수박]의 주당섭취빈도
1254,FQ_PEACH,[복숭아]의 주당섭취빈도
1255,FQ_GRAPE,[포도]의 주당섭취빈도
1256,FQ_APPLE,[사과]의 주당섭취빈도
1257,FQ_PEAR,[배]의 주당섭취빈도
1258,FQ_PERS,"[감, 곶감]의 주당섭취빈도"
1259,FQ_TANG,[귤]의 주당섭취빈도
1260,FQ_BANANA,[바나나]의 주당섭취빈도
1261,FQ_CITRUS,[오렌지]의 주당섭취빈도
1262,FQ_KIWI,[키위]의 주당섭취빈도
1263,FQ_COFFEE,[커피]의 주당섭취빈도
1264,FQ_CREAM,[프림]의 주당섭취빈도
1265,FQ_SUGAR,[설탕]의 주당섭취빈도
1266,FQ_TEA,[녹차]의 주당섭취빈도
1267,FQ_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 주당섭취빈도"
1268,FQ_FJUICE,[과일주스]의 주당섭취빈도
1269,FQ_GBAVER,"[미숫가루음료, 식혜]의 주당섭취빈도"
1270,FQ_SNACK,[스넥과자]의 주당섭취빈도
1271,FQ_COOKIE,"[쿠키, 크래커]의 주당섭취빈도"
1272,FQ_CHOCO,[초콜릿]의 주당섭취빈도
1273,FQ_ICECM,"[아이스크림, 빙과류]의 주당섭취빈도"
1274,FQ_PEANUT,[땅콩]의 주당섭취빈도
1275,FQ_CHNUT,[밤]의 주당섭취빈도
1276,FQ_SOJU,[소주]의 주당섭취빈도
1277,FQ_BEER,[맥주]의 주당섭취빈도
1278,FQ_RWINE,[막걸리]의 주당섭취빈도
1279,FQ_EN,식품섭취빈도조사를 통해 산출된 1일 에너지 섭취량
1280,FQ_PROT,식품섭취빈도조사를 통해 산출된 1일 단백질 섭취량
1281,FQ_FAT,식품섭취빈도조사를 통해 산출된 1일 지방 섭취량
1282,FQ_SFA,식품섭취빈도조사를 통해 산출된 1일 포화지방산 섭취량
1283,FQ_MUFA,식품섭취빈도조사를 통해 산출된 1일 단일불포화지방산 섭취량
1284,FQ_PUFA,식품섭취빈도조사를 통해 산출된 1일 다가불포화지방산 섭취량
1285,FQ_N3,식품섭취빈도조사를 통해 산출된 1일 n-3계 섭취량
1286,FQ_N6,식품섭취빈도조사를 통해 산출된 1일 n-6계 섭취량
1287,FQ_CHOL,식품섭취빈도조사를 통해 산출된 1일 콜레스테롤 섭취량
1288,FQ_CHO,식품섭취빈도조사를 통해 산출된 1일 탄수화물 섭취량
1289,FQ_TDF,식품섭취빈도조사를 통해 산출된 1일 식이섬유 섭취량
1290,FQ_CA,식품섭취빈도조사를 통해 산출된 1일 칼슘 섭취량
1291,FQ_PHOS,식품섭취빈도조사를 통해 산출된 1일 인 섭취량
1292,FQ_FE,식품섭취빈도조사를 통해 산출된 1일 철 섭취량
1293,FQ_NA,식품섭취빈도조사를 통해 산출된 1일 나트륨 섭취량
1294,FQ_K,식품섭취빈도조사를 통해 산출된 1일 칼륨 섭취량
1295,FQ_VA,식품섭취빈도조사를 통해 산출된 1일 비타민A 섭취량
1296,FQ_CAROT,식품섭취빈도조사를 통해 산출된 1일 카로틴 섭취량
1297,FQ_RETIN,식품섭취빈도조사를 통해 산출된 1일 레티놀 섭취량
1298,FQ_B1,식품섭취빈도조사를 통해 산출된 1일 티아민 섭취량
1299,FQ_B2,식품섭취빈도조사를 통해 산출된 1일 리보플라빈 섭취량
1300,FQ_NIAC,식품섭취빈도조사를 통해 산출된 1일 나이아신 섭취량
1301,FQ_VITC,식품섭취빈도조사를 통해 산출된 1일 비타민C 섭취량
