,변수명,변수설명
1068,FA_C_YOGU,[호상요구르트(떠먹는 요구르트)]의1회 평균섭취량
1069,FF_BN_MILK,[두유]의 최근 1년간 평균섭취빈도
1070,FA_BN_MILK,[두유]의 1회 평균섭취량
1071,FS_FRUIT,[과일 전체]의 최근 1년간 평균섭취빈도
1072,FS_STRAW,[딸기]의 섭취기간
1073,FF_STRAW,[딸기]의 섭취기간 동안의 평균섭취빈도
1074,FF_STRAW_YR,[딸기]의 최근 1년간 평균섭취빈도
1075,FA_STRAW,[딸기]의 1회 평균섭취량
1076,FS_TOMATO,"[토마토, 방울토마토]의 섭취기간"
1077,FF_TOMATO,"[토마토, 방울토마토]의 섭취기간 동안의 평균섭취빈도"
1078,FF_TOMATO_YR,"[토마토, 방울토마토]의 1년 최근 1년간 평균섭취빈도"
1079,FA_TOMATO,"[토마토, 방울토마토]의 1회 평균섭취량"
1080,FS_MMELON,[참외]의 섭취기간
1081,FF_MMELON,[참외]의 섭취기간 동안의 평균섭취빈도
1082,FF_MMELON_YR,[참외]의 최근 1년간 평균섭취빈도
1083,FA_MMELON,[참외]의 1회 평균섭취량
1084,FS_WMELON,[수박]의 섭취기간
1085,FF_WMELON,[수박]의 섭취기간 동안의 평균섭취빈도
1086,FF_WMELON_YR,[수박]의 최근 1년간 평균섭취빈도
1087,FA_WMELON,[수박]의 1회 평균섭취량
1088,FS_PEACH,[복숭아]의 섭취기간
1089,FF_PEACH,[복숭아]의 섭취기간 동안의 평균섭취빈도
1090,FF_PEACH_YR,[복숭아]의 최근 1년간 평균섭취빈도
1091,FA_PEACH,[복숭아]의 1회 평균섭취량
1092,FS_GRAPE,[포도]의 섭취기간
1093,FF_GRAPE,[포도]의 섭취기간 동안의 평균섭취빈도
1094,FF_GRAPE_YR,[포도]의 최근 1년간 평균섭취빈도
1095,FA_GRAPE,[포도]의 1회 평균섭취량
1096,FS_APPLE,[사과]의 섭취기간
1097,FF_APPLE,[사과]의 섭취기간 동안의 평균섭취빈도
1098,FF_APPLE_YR,[사과]의 최근 1년간 평균섭취빈도
1099,FA_APPLE,[사과]의 1회 평균섭취량
1100,FS_PEAR,[배]의 섭취기간
1101,FF_PEAR,[배]의 섭취기간 동안의 평균섭취빈도
1102,FF_PEAR_YR,[배]의 최근 1년간 평균섭취빈도
1103,FA_PEAR,[배]의 1회 평균섭취량
1104,FS_PERS,"[감, 곶감]의 섭취기간"
1105,FF_PERS,"[감, 곶감]의 섭취기간 동안의 평균섭취빈도"
1106,FF_PERS_YR,"[감, 곶감]의 최근 1년간 평균섭취빈도"
1107,FA_PERS,"[감, 곶감]의 1회 평균섭취량"
1108,FS_TANG,[귤]의 섭취기간
1109,FF_TANG,[귤]의 섭취기간 동안의 평균섭취빈도
1110,FF_TANG_YR,[귤]의 최근 1년간 평균섭취빈도
1111,FA_TANG,[귤]의 1회 평균섭취량
1112,FS_BANANA,[바나나]의 섭취기간
1113,FF_BANANA,[바나나]의 섭취기간 동안의 평균섭취빈도
1114,FF_BANANA_YR,[바나나]의 최근 1년간 평균섭취빈도
1115,FA_BANANA,[바나나]의 1회 평균섭취량
1116,FS_CITRUS,[오렌지]의 섭취기간
1117,FF_CITRUS,[오렌지]의 섭취기간 동안의 평균섭취빈도
1118,FF_CITRUS_YR,[오렌지]의 최근 1년간 평균섭취빈도
1119,FA_CITRUS,[오렌지]의 1회 평균섭취량
1120,FS_KIWI,[키위]의 섭취기간
1121,FF_KIWI,[키위]의 섭취기간 동안의 평균섭취빈도
1122,FF_KIWI_YR,[키위]의 최근 1년간 평균섭취빈도
1123,FA_KIWI,[키위]의 1회 평균섭취량
1124,FF_COFFEE,[커피]의 최근 1년간 평균섭취빈도
1125,FA_COFFEE,[커피]의 1회 평균섭취량
1126,FS_COFFEE,[커피]의 하루 3회 초과 섭취 시 하루 평균 섭취 횟수
1127,FF_CREAM,[프림]의 최근 1년간 평균섭취빈도
1128,FA_CREAM,[프림]의 1회 평균섭취량
1129,FF_SUGAR,[설탕]의 최근 1년간 평균섭취빈도
1130,FA_SUGAR,[설탕]의 1회 평균섭취량
1131,FF_TEA,[녹차]의 최근 1년간 평균섭취빈도
1132,FA_TEA,[녹차]의 1회 평균섭취량
1133,FF_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 최근 1년간 평균섭취빈도"
1134,FA_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 1회 평균섭취량"
1135,FF_FJUICE,[과일주스]의 최근 1년간 평균섭취빈도
1136,FA_FJUICE,[과일주스]의 1회 평균섭취량
1137,FF_GBAVER,"[미숫가루음료, 식혜]의 최근 1년간 평균섭취빈도"
1138,FA_GBAVER,"[미숫가루음료, 식혜]의 1회 평균섭취량"
1139,FF_SNACK,[스넥과자]의 최근 1년간 평균섭취빈도
1140,FA_SNACK,[스넥과자]의 1회 평균섭취량
1141,FF_COOKIE,"[쿠키, 크래커]의 최근 1년간 평균섭취빈도"
1142,FA_COOKIE,"[쿠키, 크래커]의 1회 평균섭취량"
1143,FF_CHOCO,[초콜릿]의 최근 1년간 평균섭취빈도
1144,FA_CHOCO,[초콜릿]의 1회 평균섭취량
1145,FF_ICECM,"[아이스크림, 빙과류]의 최근 1년간 평균섭취빈도"
1146,FA_ICECM,"[아이스크림, 빙과류]의 1회 평균섭취량"
1147,FF_PEANUT,[땅콩]의 최근 1년간 평균섭취빈도
1148,FA_PEANUT,[땅콩]의 1회 평균섭취량
1149,FF_CHNUT,[밤]의 최근 1년간 평균섭취빈도
1150,FA_CHNUT,[밤]의 1회 평균섭취량
1151,FF_SOJU,[소주]의 최근 1년간 평균섭취빈도
1152,FA_SOJU,[소주]의 1회 평균섭취량
1153,FS_SOJU,[소주]의 1회 섭취량이 1병 초과인 경우 섭취량
1154,FF_BEER,[맥주]의 최근 1년간 평균섭취빈도
1155,FA_BEER,[맥주]의 1회 평균섭취량
1156,FS_BEER,[맥주]의 1회 섭취량이 2컵 초과인 경우 섭취량
1157,FF_RWINE,[막걸리]의 최근 1년간 평균섭취빈도
1158,FA_RWINE,[막걸리]의 1회 평균섭취량
1159,FS_RWINE,[막걸리]의 1회 섭취량이 2사발 초과인 경우 섭취량
1160,FQ_RICE,[쌀밥]의 주당섭취빈도
1161,FQ_BARLEY,[잡곡밥]의 주당섭취빈도
1162,FQ_BIBIM,"[비빔밥, 볶음밥]의 주당섭취빈도"
1163,FQ_GIMBAB,[김밥]의 주당섭취빈도
1164,FQ_CURRY,[카레라이스]의 주당섭취빈도
1165,FQ_INSTNO,"[라면, 컵라면]의 주당섭취빈도"
1166,FQ_WHNO,"[국수, 칼국수, 우동]의 주당섭취빈도"
1167,FQ_CHNO,"[짜장면, 짬뽕]의 주당섭취빈도"
1168,FQ_BUNO,[냉면]의 주당섭취빈도
1169,FQ_S_RCAK,[떡국]의 주당섭취빈도
1170,FQ_DUMP,[만두]의 주당섭취빈도
1171,FQ_BRE,[식빵]의 주당섭취빈도
1172,FQ_BUTTER,"[버터, 마아가린]의 주당섭취빈도"
1173,FQ_JAM,[잼]의 주당섭취빈도
1174,FQ_RB_BRE,"[단팥빵, 호빵, 크림빵]의 주당섭취빈도"
1175,FQ_CAKE,"[카스테라, 케이크, 초코파이]의 주당섭취빈도"
1176,FQ_PIZZA,[피자]의 주당섭취빈도
1177,FQ_HAMBER,"[햄버거, 샌드위치]의 주당섭취빈도"
1178,FQ_RCAK,"[백설기, 시루떡, 인절미, 절편]의 주당섭취빈도"
1179,FQ_F_RCAK,[떡볶이]의 주당섭취빈도
1180,FQ_CEREAL,[시리얼]의 주당섭취빈도
1181,FQ_T_BEEF,"[설렁탕, 곰탕, 사골국]의 주당섭취빈도"
1182,FQ_T_POTA,[감자탕]의 주당섭취빈도
1183,FQ_T_LOAC,[추어탕]의 주당섭취빈도
1184,FQ_J_POLL,"[동태찌개, 해물매운탕]의 주당섭취빈도"
1185,FQ_S_SWED,[미역국]의 주당섭취빈도
1186,FQ_S_BEEF,"[쇠고기국, 육개장, 무국]의 주당섭취빈도"
1187,FQ_S_POLL,[북어국]의 주당섭취빈도
1188,FQ_S_SOYP,[된장국]의 주당섭취빈도
1189,FQ_J_SOYP,"[된장찌개, 청국장찌개]의 주당섭취빈도"
1190,FQ_J_KIMC,"[김치찌개, 김치볶음]의 주당섭취빈도"
1191,FQ_J_BUDA,[부대찌개]의 주당섭취빈도
1192,FQ_J_BNCD,"[두부찌개, 순두부찌개]의 주당섭취빈도"
1193,FQ_BNCURD,"[두부, 두부조림, 두부부침]의 주당섭취빈도"
1194,FQ_S_BEAN,[콩조림]의 주당섭취빈도
1195,FQ_F_EGG,"[달걀후라이, 달걀말이]의 주당섭취빈도"
1196,FQ_S_EGG,"[삶은 달걀, 달걀찜]의 주당섭취빈도"
1197,FQ_R_PORK,[돼지고기 삼겹살구이]의 주당섭취빈도
1198,FQ_S_PORK,"[돼지고기 삶은고기(수육,보쌈)]의 주당섭취빈도"
1199,FQ_F_PORK,"[제육볶음, 돼지불고기, 돼지갈비구이]의 주당섭취빈도"
1200,FQ_C_PORK,"[돼지고기 탕수육, 돈까스]의 주당섭취빈도"
1201,FQ_R_BEEF,[쇠고기 생고기구이]의 주당섭취빈도
1202,FQ_F_BEEF,[쇠고기불고기]의 주당섭취빈도
1203,FQ_HAM,[햄]의 주당섭취빈도
1204,FQ_PORKBY,[순대]의 주당섭취빈도
1205,FQ_T_CHIC,[삼계탕(닭백숙)]의 주당섭취빈도
1206,FQ_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 주당섭취빈도"
1207,FQ_F_CHIC,[치킨(닭튀김)]의 주당섭취빈도
1208,FQ_R_DUCK,[오리고기 로스구이]의 주당섭취빈도
1209,FQ_MACKER,"[고등어, 꽁치(구이, 조림)]의 주당섭취빈도"
1210,FQ_HAIRT,"[갈치, 조기(구이, 조림)]의 주당섭취빈도"
1211,FQ_ANCH,"[멸치, 멸치볶음]의 주당섭취빈도"
1212,FQ_SQUID,"[오징어, 오징어채, 마른 오징어]의 주당섭취빈도"
1213,FQ_SCRAB,[게장]의 주당섭취빈도
1214,FQ_SFISH,"[새우젓, 오징어젓, 조개젓]의 주당섭취빈도"
1215,FQ_FPASTE,"[어묵(볶음, 국)]의 주당섭취빈도"
1216,FQ_SPROU,"[콩나물(무침, 국), 숙주나물]의 주당섭취빈도"
1217,FQ_SPINAC,[시금치나물]의 주당섭취빈도
1218,FQ_BELLFI,"[도라지(생채, 나물)]의 주당섭취빈도"
1219,FQ_PUMPKI,"[호박(나물, 전)]의 주당섭취빈도"
1220,FQ_OVEG,[기타 나물]의 주당섭취빈도
1221,FQ_CUCUMB,"[오이(생채, 생오이)]의 주당섭취빈도"
1222,FQ_RADI,"[무(생채, 단무지, 무말랭이)]의 주당섭취빈도"
1223,FQ_VSALAD,[채소샐러드]의 주당섭취빈도
1224,FQ_GREENO,"[파무침, 부추무침]의 주당섭취빈도"
1225,FQ_RAWVEG,"[쌈채소, 풋고추]의 주당섭취빈도"
1226,FQ_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 주당섭취빈도"
1227,FQ_GARLIC,[마늘]의 주당섭취빈도
1228,FQ_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 주당섭취빈도"
1229,FQ_KIMCHI,[배추김치]의 주당섭취빈도
1230,FQ_OKIMCH,"[기타김치, 겉절이]의 주당섭취빈도"
1231,FQ_SVEG,"[장아찌, 오이피클]의 주당섭취빈도"
1232,FQ_ROOT,"[연근조림, 우엉조림]의 주당섭취빈도"
1233,FQ_PCAKE,"[부침개류(부추전, 김치전 등)]의 주당섭취빈도"
1234,FQ_F_VEG,[잡채]의 주당섭취빈도
1235,FQ_MUSHRO,[버섯볶음]의 주당섭취빈도
1236,FQ_LAV,"[김구이, 생김, 김무침]의 주당섭취빈도"
1237,FQ_GLAV,"[파래무침, 미역초무침]의 주당섭취빈도"
1238,FQ_F_SWED,[미역줄기볶음]의 주당섭취빈도
1239,FQ_F_POTA,"[감자볶음, 감자조림]의 주당섭취빈도"
1240,FQ_S_POTA,"[찐감자, 군감자]의 주당섭취빈도"
1241,FQ_SWPOTA,"[찐고구마, 군고구마]의 주당섭취빈도"
1242,FQ_CORN,"[찐옥수수, 군옥수수]의 주당섭취빈도"
1243,FQ_MILK,"[우유(일반, 저지방)]의 주당섭취빈도"
1244,FQ_L_YOGU,[액상요구르트]의 주당섭취빈도
1245,FQ_C_YOGU,[호상요구르트(떠먹는 요구르트)]의 주당섭취빈도
1246,FQ_BN_MILK,[두유]의 주당섭취빈도
1247,FQ_STRAW,[딸기]의 주당섭취빈도
1248,FQ_TOMATO,"[토마토, 방울토마토]의 주당섭취빈도"
1249,FQ_MMELON,[참외]의 주당섭취빈도
1250,FQ_WMELON,[수박]의 주당섭취빈도
1251,FQ_PEACH,[복숭아]의 주당섭취빈도
1252,FQ_GRAPE,[포도]의 주당섭취빈도
1253,FQ_APPLE,[사과]의 주당섭취빈도
1254,FQ_PEAR,[배]의 주당섭취빈도
1255,FQ_PERS,"[감, 곶감]의 주당섭취빈도"
1256,FQ_TANG,[귤]의 주당섭취빈도
1257,FQ_BANANA,[바나나]의 주당섭취빈도
1258,FQ_CITRUS,[오렌지]의 주당섭취빈도
1259,FQ_KIWI,[키위]의 주당섭취빈도
1260,FQ_COFFEE,[커피]의 주당섭취빈도
1261,FQ_CREAM,[프림]의 주당섭취빈도
1262,FQ_SUGAR,[설탕]의 주당섭취빈도
1263,FQ_TEA,[녹차]의 주당섭취빈도
1264,FQ_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 주당섭취빈도"
1265,FQ_FJUICE,[과일주스]의 주당섭취빈도
1266,FQ_GBAVER,"[미숫가루음료, 식혜]의 주당섭취빈도"
1267,FQ_SNACK,[스넥과자]의 주당섭취빈도
1268,FQ_COOKIE,"[쿠키, 크래커]의 주당섭취빈도"
1269,FQ_CHOCO,[초콜릿]의 주당섭취빈도
1270,FQ_ICECM,"[아이스크림, 빙과류]의 주당섭취빈도"
1271,FQ_PEANUT,[땅콩]의 주당섭취빈도
1272,FQ_CHNUT,[밤]의 주당섭취빈도
1273,FQ_SOJU,[소주]의 주당섭취빈도
1274,FQ_BEER,[맥주]의 주당섭취빈도
1275,FQ_RWINE,[막걸리]의 주당섭취빈도
1276,FQ_EN,식품섭취빈도조사를 통해 산출된 1일 에너지 섭취량
1277,FQ_PROT,식품섭취빈도조사를 통해 산출된 1일 단백질 섭취량
1278,FQ_FAT,식품섭취빈도조사를 통해 산출된 1일 지방 섭취량
1279,FQ_SFA,식품섭취빈도조사를 통해 산출된 1일 포화지방산 섭취량
1280,FQ_MUFA,식품섭취빈도조사를 통해 산출된 1일 단일불포화지방산 섭취량
1281,FQ_PUFA,식품섭취빈도조사를 통해 산출된 1일 다가불포화지방산 섭취량
1282,FQ_N3,식품섭취빈도조사를 통해 산출된 1일 n-3계 섭취량
1283,FQ_N6,식품섭취빈도조사를 통해 산출된 1일 n-6계 섭취량
1284,FQ_CHOL,식품섭취빈도조사를 통해 산출된 1일 콜레스테롤 섭취량
1285,FQ_CHO,식품섭취빈도조사를 통해 산출된 1일 탄수화물 섭취량
1286,FQ_TDF,식품섭취빈도조사를 통해 산출된 1일 식이섬유 섭취량
1287,FQ_CA,식품섭취빈도조사를 통해 산출된 1일 칼슘 섭취량
1288,FQ_PHOS,식품섭취빈도조사를 통해 산출된 1일 인 섭취량
1289,FQ_FE,식품섭취빈도조사를 통해 산출된 1일 철 섭취량
1290,FQ_NA,식품섭취빈도조사를 통해 산출된 1일 나트륨 섭취량
1291,FQ_K,식품섭취빈도조사를 통해 산출된 1일 칼륨 섭취량
1292,FQ_VA,식품섭취빈도조사를 통해 산출된 1일 비타민A 섭취량
1293,FQ_CAROT,식품섭취빈도조사를 통해 산출된 1일 카로틴 섭취량
1294,FQ_RETIN,식품섭취빈도조사를 통해 산출된 1일 레티놀 섭취량
1295,FQ_B1,식품섭취빈도조사를 통해 산출된 1일 티아민 섭취량
1296,FQ_B2,식품섭취빈도조사를 통해 산출된 1일 리보플라빈 섭취량
1297,FQ_NIAC,식품섭취빈도조사를 통해 산출된 1일 나이아신 섭취량
1298,FQ_VITC,식품섭취빈도조사를 통해 산출된 1일 비타민C 섭취량
